"X","Idade","Sexo","Profissao","Moradia","Conta_Poupanca","Conta_Corrente","Valor_do_Credito","Duracao","Motivo","Risco"
408,26,"Masculino","Altamente qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",3235,24,"radio/TV","Crédito Bom"
409,28,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Conta Corrente de Alto Padrão",939,12,"Carro","Crédito Ruim"
410,20,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1967,24,"radio/TV","Crédito Bom"
411,35,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",7253,33,"Carro","Crédito Bom"
412,42,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2292,12,"Negócios/Empreender","Crédito Ruim"
413,40,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Substancial","Sem Conta Corrente",1597,10,"Carro","Crédito Bom"
414,35,"Feminino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Básica",1381,24,"Carro","Crédito Ruim"
415,35,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",5842,36,"Carro","Crédito Bom"
416,33,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2579,12,"Carro","Crédito Ruim"
417,23,"Feminino","Qualificado","Alugada","Sem Conta Poupança","Conta Corrente Básica",8471,18,"Educação","Crédito Bom"
418,31,"Feminino","Altamente qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",2782,21,"Carro","Crédito Bom"
419,33,"Feminino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",1042,18,"Carro","Crédito Ruim"
420,20,"Feminino","Qualificado","Alugada","Conta de Poupança Rica","Sem Conta Corrente",3186,15,"Carro","Crédito Bom"
421,30,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",2028,12,"Carro","Crédito Bom"
422,47,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",958,12,"Carro","Crédito Bom"
423,34,"Masculino","Altamente qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",1591,21,"Móveis/Equipamentos","Crédito Bom"
424,25,"Feminino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",2762,12,"Móveis/Equipamentos","Crédito Ruim"
425,21,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",2779,18,"Carro","Crédito Bom"
426,29,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2743,28,"radio/TV","Crédito Bom"
427,46,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",1149,18,"radio/TV","Crédito Bom"
428,20,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1313,9,"Móveis/Equipamentos","Crédito Bom"
429,55,"Feminino","Não qualificado e não residente","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",1190,18,"Reparos","Crédito Ruim"
430,74,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3448,5,"Negócios/Empreender","Crédito Bom"
431,29,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",11328,24,"Férias/Outros","Crédito Ruim"
432,36,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",1872,6,"Móveis/Equipamentos","Crédito Bom"
433,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2058,24,"Reparos","Crédito Bom"
434,25,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2136,9,"Móveis/Equipamentos","Crédito Bom"
435,25,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",1484,12,"radio/TV","Crédito Ruim"
436,23,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Substancial","Sem Conta Corrente",660,6,"Reparos","Crédito Bom"
437,37,"Feminino","Qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",1287,24,"Carro","Crédito Bom"
438,65,"Masculino","Não qualificado e não residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3394,42,"Reparos","Crédito Bom"
439,26,"Feminino","Não qualificado e não residente","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",609,12,"Negócios/Empreender","Crédito Ruim"
440,39,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1884,12,"Carro","Crédito Bom"
441,30,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1620,12,"Móveis/Equipamentos","Crédito Bom"
442,29,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2629,20,"Férias/Outros","Crédito Bom"
443,41,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",719,12,"Educação","Crédito Ruim"
444,30,"Feminino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",5096,48,"Móveis/Equipamentos","Crédito Ruim"
445,41,"Feminino","Não qualificado e residente","Alugada","Sem Conta Poupança","Sem Conta Corrente",1244,9,"Educação","Crédito Bom"
446,34,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1842,36,"Carro","Crédito Ruim"
447,35,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2576,7,"radio/TV","Crédito Bom"
448,55,"Feminino","Altamente qualificado","Própria","Sem Conta Poupança","Conta Corrente de Alto Padrão",1424,12,"Móveis/Equipamentos","Crédito Bom"
449,61,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Conta Corrente Moderada",1512,15,"Reparos","Crédito Ruim"
450,30,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",11054,36,"Carro","Crédito Bom"
451,29,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",518,6,"radio/TV","Crédito Bom"
452,34,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2759,12,"Móveis/Equipamentos","Crédito Bom"
453,35,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2670,24,"Carro","Crédito Bom"
454,31,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",4817,24,"Carro","Crédito Ruim"
455,29,"Feminino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2679,24,"Carro","Crédito Bom"
456,36,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",3905,11,"Carro","Crédito Bom"
457,35,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",3386,12,"Carro","Crédito Ruim"
458,27,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",343,6,"domestic appliances","Crédito Bom"
459,32,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",4594,18,"radio/TV","Crédito Bom"
460,37,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3620,36,"Móveis/Equipamentos","Crédito Bom"
461,36,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1721,15,"Carro","Crédito Bom"
462,34,"Feminino","Altamente qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",3017,12,"Móveis/Equipamentos","Crédito Bom"
463,38,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",754,12,"Educação","Crédito Bom"
464,34,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1950,18,"Negócios/Empreender","Crédito Bom"
465,63,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2924,24,"Carro","Crédito Bom"
466,29,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1659,24,"radio/TV","Crédito Ruim"
467,32,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",7238,48,"radio/TV","Crédito Bom"
468,26,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2764,33,"Negócios/Empreender","Crédito Bom"
469,35,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",4679,24,"Carro","Crédito Bom"
470,22,"Masculino","Qualificado","Alugada","Conta de Poupança Moderada","Conta Corrente Moderada",3092,24,"radio/TV","Crédito Ruim"
471,23,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",448,6,"Educação","Crédito Ruim"
472,28,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",654,9,"Carro","Crédito Ruim"
473,36,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",1238,6,"Educação","Crédito Bom"
474,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1245,18,"radio/TV","Crédito Ruim"
475,26,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",3114,18,"Móveis/Equipamentos","Crédito Ruim"
476,24,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",2569,39,"Carro","Crédito Bom"
477,25,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",5152,24,"radio/TV","Crédito Bom"
478,39,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",1037,12,"Negócios/Empreender","Crédito Bom"
479,44,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1478,15,"Móveis/Equipamentos","Crédito Bom"
480,23,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",3573,12,"radio/TV","Crédito Bom"
481,26,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1201,24,"Carro","Crédito Bom"
482,57,"Feminino","Qualificado","Alugada","Conta de Poupança Rica","Conta Corrente Básica",3622,30,"Móveis/Equipamentos","Crédito Bom"
483,30,"Feminino","Qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",960,15,"Móveis/Equipamentos","Crédito Bom"
484,44,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Sem Conta Corrente",1163,12,"Carro","Crédito Bom"
485,47,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1209,6,"Carro","Crédito Ruim"
486,52,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3077,12,"radio/TV","Crédito Bom"
487,62,"Feminino","Qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",3757,24,"Carro","Crédito Bom"
488,35,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Moderada","Sem Conta Corrente",1418,10,"Carro","Crédito Bom"
489,26,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",3518,6,"Carro","Crédito Bom"
490,26,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1934,12,"radio/TV","Crédito Bom"
491,42,"Feminino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Moderada",8318,27,"Negócios/Empreender","Crédito Ruim"
492,27,"Feminino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",1237,6,"radio/TV","Crédito Bom"
493,38,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",368,6,"radio/TV","Crédito Bom"
494,39,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2122,12,"Carro","Crédito Bom"
495,20,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Básica",2996,24,"Móveis/Equipamentos","Crédito Ruim"
496,29,"Masculino","Altamente qualificado","Alugada","Conta de Poupança Moderada","Conta Corrente Moderada",9034,36,"Móveis/Equipamentos","Crédito Ruim"
497,40,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1585,24,"Móveis/Equipamentos","Crédito Bom"
498,32,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1301,18,"radio/TV","Crédito Bom"
499,28,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente de Alto Padrão",1323,6,"Carro","Crédito Bom"
500,27,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3123,24,"Carro","Crédito Ruim"
501,42,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",5493,36,"Carro","Crédito Bom"
502,49,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente de Alto Padrão",1126,9,"radio/TV","Crédito Bom"
503,38,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",1216,24,"radio/TV","Crédito Ruim"
504,24,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1207,24,"Carro","Crédito Ruim"
505,27,"Masculino","Não qualificado e residente","Própria","Sem Conta Poupança","Sem Conta Corrente",1309,10,"Carro","Crédito Ruim"
506,36,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Conta Corrente de Alto Padrão",2360,15,"Carro","Crédito Bom"
507,34,"Masculino","Altamente qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",6850,15,"Carro","Crédito Ruim"
508,28,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1413,24,"radio/TV","Crédito Bom"
509,45,"Masculino","Altamente qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",8588,39,"Carro","Crédito Bom"
510,26,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",759,12,"Carro","Crédito Ruim"
511,32,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",4686,36,"Carro","Crédito Bom"
512,26,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",2687,15,"Negócios/Empreender","Crédito Bom"
513,20,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",585,12,"radio/TV","Crédito Bom"
514,54,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",2255,24,"Carro","Crédito Bom"
515,37,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",609,6,"Carro","Crédito Bom"
516,40,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1361,6,"Carro","Crédito Bom"
517,23,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",7127,36,"Móveis/Equipamentos","Crédito Ruim"
518,43,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Básica",1203,6,"Carro","Crédito Bom"
519,36,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",700,6,"radio/TV","Crédito Bom"
520,44,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",5507,24,"Reparos","Crédito Bom"
521,24,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3190,18,"radio/TV","Crédito Ruim"
522,53,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",7119,48,"Móveis/Equipamentos","Crédito Ruim"
523,23,"Feminino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",3488,24,"Carro","Crédito Bom"
524,26,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1113,18,"radio/TV","Crédito Bom"
525,30,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",7966,26,"Carro","Crédito Bom"
526,31,"Feminino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",1532,15,"Educação","Crédito Bom"
527,42,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1503,4,"radio/TV","Crédito Bom"
528,31,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2302,36,"radio/TV","Crédito Ruim"
529,41,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",662,6,"Carro","Crédito Bom"
530,32,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2273,36,"Educação","Crédito Bom"
531,28,"Feminino","Qualificado","Alugada","Conta de Poupança Moderada","Conta Corrente Moderada",2631,15,"Carro","Crédito Ruim"
532,41,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",1503,12,"Carro","Crédito Bom"
533,26,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Sem Conta Corrente",1311,24,"radio/TV","Crédito Bom"
534,25,"Masculino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",3105,24,"radio/TV","Crédito Bom"
535,33,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",2319,21,"Educação","Crédito Ruim"
536,75,"Feminino","Altamente qualificado","Própria","Sem Conta Poupança","Conta Corrente Básica",1374,6,"Carro","Crédito Bom"
537,37,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",3612,18,"Móveis/Equipamentos","Crédito Bom"
538,42,"Masculino","Altamente qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",7763,48,"Carro","Crédito Ruim"
539,45,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",3049,18,"Móveis/Equipamentos","Crédito Bom"
540,23,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",1534,12,"radio/TV","Crédito Ruim"
541,60,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",2032,24,"Carro","Crédito Bom"
542,31,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Básica",6350,30,"Móveis/Equipamentos","Crédito Ruim"
543,34,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",2864,18,"Móveis/Equipamentos","Crédito Ruim"
544,61,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1255,12,"Carro","Crédito Bom"
545,43,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Conta Corrente Básica",1333,24,"Carro","Crédito Ruim"
546,37,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2022,24,"Carro","Crédito Bom"
547,32,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",1552,24,"radio/TV","Crédito Bom"
548,24,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",626,12,"radio/TV","Crédito Ruim"
549,35,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",8858,48,"Carro","Crédito Bom"
550,23,"Feminino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",996,12,"Reparos","Crédito Bom"
551,45,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Substancial","Sem Conta Corrente",1750,6,"radio/TV","Crédito Bom"
552,34,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",6999,48,"radio/TV","Crédito Ruim"
553,27,"Masculino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",1995,12,"Carro","Crédito Bom"
554,67,"Feminino","Altamente qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1199,9,"Educação","Crédito Bom"
555,22,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1331,12,"radio/TV","Crédito Ruim"
556,28,"Feminino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",2278,18,"Carro","Crédito Ruim"
557,29,"Feminino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",5003,21,"Carro","Crédito Ruim"
558,27,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",3552,24,"Móveis/Equipamentos","Crédito Ruim"
559,31,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1928,18,"Móveis/Equipamentos","Crédito Ruim"
560,49,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Conta Corrente Básica",2964,24,"Carro","Crédito Bom"
561,24,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1546,24,"radio/TV","Crédito Ruim"
562,29,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",683,6,"radio/TV","Crédito Bom"
563,37,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Conta Corrente Moderada",12389,36,"Carro","Crédito Ruim"
564,37,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",4712,24,"Negócios/Empreender","Crédito Bom"
565,23,"Feminino","Qualificado","Alugada","Conta de Poupança Moderada","Conta Corrente Moderada",1553,24,"radio/TV","Crédito Bom"
566,36,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1372,12,"Carro","Crédito Ruim"
567,34,"Masculino","Qualificado","Própria","Conta de Poupança Rica","Sem Conta Corrente",2578,24,"radio/TV","Crédito Bom"
568,41,"Masculino","Qualificado","Própria","Sem Conta Poupança","Conta Corrente Moderada",3979,48,"radio/TV","Crédito Bom"
569,31,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",6758,48,"radio/TV","Crédito Ruim"
570,23,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",3234,24,"Móveis/Equipamentos","Crédito Ruim"
571,38,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",5954,30,"radio/TV","Crédito Bom"
572,26,"Feminino","Altamente qualificado","Alugada","Sem Conta Poupança","Sem Conta Corrente",5433,24,"Carro","Crédito Bom"
573,22,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",806,15,"Negócios/Empreender","Crédito Bom"
574,27,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1082,9,"radio/TV","Crédito Bom"
575,24,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2788,15,"Móveis/Equipamentos","Crédito Bom"
576,27,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2930,12,"radio/TV","Crédito Bom"
577,33,"Feminino","Qualificado","Própria","Sem Conta Poupança","Sem Conta Corrente",1927,24,"Educação","Crédito Bom"
578,27,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2820,36,"Carro","Crédito Ruim"
579,27,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Sem Conta Corrente",937,24,"Educação","Crédito Bom"
580,30,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",1056,18,"Carro","Crédito Ruim"
581,49,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",3124,12,"Carro","Crédito Bom"
582,26,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Sem Conta Corrente",1388,9,"Móveis/Equipamentos","Crédito Bom"
583,33,"Masculino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",2384,36,"Reparos","Crédito Ruim"
584,52,"Feminino","Altamente qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",2133,12,"Carro","Crédito Bom"
585,20,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2039,18,"Móveis/Equipamentos","Crédito Ruim"
586,36,"Masculino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",2799,9,"Carro","Crédito Bom"
587,21,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1289,12,"Móveis/Equipamentos","Crédito Bom"
588,47,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",1217,18,"domestic appliances","Crédito Ruim"
589,60,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Básica",2246,12,"Móveis/Equipamentos","Crédito Ruim"
590,58,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Básica",385,12,"radio/TV","Crédito Bom"
591,42,"Feminino","Qualificado","Alugada","Sem Conta Poupança","Conta Corrente Moderada",1965,24,"Carro","Crédito Bom"
592,36,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Rica","Sem Conta Corrente",1572,21,"Negócios/Empreender","Crédito Bom"
593,20,"Feminino","Não qualificado e residente","Alugada","Conta de Poupança Pequena","Conta Corrente Moderada",2718,24,"Carro","Crédito Ruim"
594,40,"Masculino","Altamente qualificado","Própria","Sem Conta Poupança","Conta Corrente Básica",1358,24,"Férias/Outros","Crédito Ruim"
595,32,"Feminino","Não qualificado e residente","Própria","Conta de Poupança Moderada","Conta Corrente Moderada",931,6,"Carro","Crédito Ruim"
596,23,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",1442,24,"Carro","Crédito Ruim"
597,36,"Masculino","Não qualificado e residente","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",4241,24,"Negócios/Empreender","Crédito Ruim"
598,31,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2775,18,"Carro","Crédito Ruim"
599,32,"Masculino","Qualificado","Cedida","Conta de Poupança Pequena","Sem Conta Corrente",3863,24,"Negócios/Empreender","Crédito Bom"
600,45,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",2329,7,"radio/TV","Crédito Bom"
601,30,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente Moderada",918,9,"Móveis/Equipamentos","Crédito Ruim"
602,34,"Feminino","Não qualificado e residente","Cedida","Conta de Poupança Pequena","Conta Corrente Moderada",1837,24,"Educação","Crédito Ruim"
603,28,"Feminino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",3349,36,"Móveis/Equipamentos","Crédito Ruim"
604,23,"Feminino","Qualificado","Própria","Conta de Poupança Pequena","Conta Corrente de Alto Padrão",1275,10,"Móveis/Equipamentos","Crédito Bom"
605,22,"Masculino","Qualificado","Própria","Conta de Poupança Substancial","Conta Corrente Básica",2828,24,"Móveis/Equipamentos","Crédito Bom"
606,74,"Masculino","Altamente qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",4526,24,"Negócios/Empreender","Crédito Bom"
607,50,"Feminino","Qualificado","Cedida","Conta de Poupança Moderada","Conta Corrente Moderada",2671,36,"radio/TV","Crédito Ruim"
608,33,"Masculino","Qualificado","Própria","Conta de Poupança Pequena","Sem Conta Corrente",2051,18,"radio/TV","Crédito Bom"
609,45,"Masculino","Qualificado","Cedida","Sem Conta Poupança","Sem Conta Corrente",1300,15,"Carro","Crédito Bom"
610,22,"Feminino","Qualificado","Própria","Conta de Poupança Moderada","Conta Corrente Básica",741,12,"domestic appliances","Crédito Ruim"
611,48,"Feminino","Não qualificado e residente","Cedida","Conta de Poupança Moderada","Conta Corrente de Alto Padrão",1240,10,"Carro","Crédito Ruim"
612,29,"Feminino","Qualificado","Própria","Conta de Poupança Rica","Conta Corrente Básica",3357,21,"radio/TV","Crédito Bom"
613,22,"Feminino","Qualificado","Alugada","Conta de Poupança Pequena","Conta Corrente Básica",3632,24,"Carro","Crédito Bom"
