"Age","Sex","Job","Housing","Saving accounts","Checking account","Credit amount","Duration","Purpose","Risk"
34,"Masculino",3,"Própria","Médios recursos","Médios recursos",6850,15,"Carro","Crédito Saudável"
28,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1413,24,"radio/TV","Crédito Ruim"
45,"Masculino",3,"Própria","Médios recursos","Sem recursos declarados",8588,39,"Carro","Crédito Saudável"
26,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",759,12,"Carro","Crédito Saudável"
32,"Masculino",3,"Cedida","Poucos recursos","Sem recursos declarados",4686,36,"Carro","Crédito Ruim"
26,"Masculino",2,"Alugada","Poucos recursos","Altíssimos recursos",2687,15,"Negócios/Empreender","Crédito Saudável"
20,"Masculino",2,"Alugada","Poucos recursos","Médios recursos",585,12,"radio/TV","Crédito Ruim"
54,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",2255,24,"Carro","Crédito Saudável"
37,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",609,6,"Carro","Crédito Saudável"
40,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",1361,6,"Carro","Crédito Ruim"
23,"Feminino",2,"Alugada","Poucos recursos","Sem recursos declarados",7127,36,"Eletroeletrônicos","Crédito Saudável"
43,"Masculino",2,"Própria","Médios recursos","Poucos recursos",1203,6,"Carro","Crédito Saudável"
36,"Masculino",2,"Cedida","Sem recursos declarados","Sem recursos declarados",700,6,"radio/TV","Crédito Saudável"
44,"Masculino",2,"Cedida","Poucos recursos","Sem recursos declarados",5507,24,"Reparos/Reformas","Crédito Saudável"
24,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",3190,18,"radio/TV","Crédito Saudável"
53,"Masculino",2,"Cedida","Poucos recursos","Poucos recursos",7119,48,"Eletroeletrônicos","Crédito Saudável"
23,"Feminino",2,"Própria","Médios recursos","Sem recursos declarados",3488,24,"Carro","Crédito Saudável"
26,"Feminino",1,"Própria","Poucos recursos","Médios recursos",1113,18,"radio/TV","Crédito Saudável"
30,"Masculino",2,"Própria","Poucos recursos","Médios recursos",7966,26,"Carro","Crédito Saudável"
31,"Feminino",2,"Própria","Médios recursos","Sem recursos declarados",1532,15,"Educação","Crédito Saudável"
42,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",1503,4,"radio/TV","Crédito Saudável"
31,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",2302,36,"radio/TV","Crédito Saudável"
41,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",662,6,"Carro","Crédito Saudável"
32,"Masculino",2,"Própria","Poucos recursos","Médios recursos",2273,36,"Educação","Crédito Ruim"
28,"Feminino",2,"Alugada","Médios recursos","Médios recursos",2631,15,"Carro","Crédito Ruim"
41,"Masculino",2,"Alugada","Poucos recursos","Sem recursos declarados",1503,12,"Carro","Crédito Saudável"
26,"Masculino",2,"Própria","Médios recursos","Sem recursos declarados",1311,24,"radio/TV","Crédito Saudável"
25,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",3105,24,"radio/TV","Crédito Saudável"
33,"Masculino",2,"Alugada","Poucos recursos","Altíssimos recursos",2319,21,"Educação","Crédito Saudável"
75,"Feminino",3,"Própria","Sem recursos declarados","Poucos recursos",1374,6,"Carro","Crédito Saudável"
37,"Feminino",2,"Própria","Poucos recursos","Médios recursos",3612,18,"Eletroeletrônicos","Crédito Saudável"
42,"Masculino",3,"Cedida","Poucos recursos","Poucos recursos",7763,48,"Carro","Crédito Saudável"
45,"Feminino",1,"Própria","Poucos recursos","Altíssimos recursos",3049,18,"Eletroeletrônicos","Crédito Saudável"
23,"Masculino",2,"Alugada","Poucos recursos","Médios recursos",1534,12,"radio/TV","Crédito Saudável"
60,"Masculino",2,"Cedida","Poucos recursos","Sem recursos declarados",2032,24,"Carro","Crédito Saudável"
31,"Masculino",2,"Própria","Sem recursos declarados","Poucos recursos",6350,30,"Eletroeletrônicos","Crédito Saudável"
34,"Masculino",1,"Própria","Poucos recursos","Altíssimos recursos",2864,18,"Eletroeletrônicos","Crédito Saudável"
61,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",1255,12,"Carro","Crédito Saudável"
43,"Masculino",2,"Cedida","Poucos recursos","Poucos recursos",1333,24,"Carro","Crédito Saudável"
37,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",2022,24,"Carro","Crédito Saudável"
32,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1552,24,"radio/TV","Crédito Ruim"
24,"Feminino",1,"Própria","Poucos recursos","Poucos recursos",626,12,"radio/TV","Crédito Saudável"
35,"Masculino",2,"Cedida","Sem recursos declarados","Sem recursos declarados",8858,48,"Carro","Crédito Saudável"
23,"Feminino",2,"Própria","Sem recursos declarados","Sem recursos declarados",996,12,"Reparos/Reformas","Crédito Saudável"
45,"Masculino",1,"Própria","Altos recursos","Sem recursos declarados",1750,6,"radio/TV","Crédito Saudável"
34,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",6999,48,"radio/TV","Crédito Saudável"
27,"Masculino",2,"Própria","Médios recursos","Médios recursos",1995,12,"Carro","Crédito Saudável"
67,"Feminino",3,"Própria","Poucos recursos","Médios recursos",1199,9,"Educação","Crédito Saudável"
22,"Masculino",2,"Própria","Poucos recursos","Médios recursos",1331,12,"radio/TV","Crédito Saudável"
28,"Feminino",2,"Própria","Médios recursos","Médios recursos",2278,18,"Carro","Crédito Ruim"
29,"Feminino",2,"Própria","Sem recursos declarados","Sem recursos declarados",5003,21,"Carro","Crédito Ruim"
27,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",3552,24,"Eletroeletrônicos","Crédito Saudável"
31,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1928,18,"Eletroeletrônicos","Crédito Saudável"
49,"Masculino",2,"Cedida","Sem recursos declarados","Poucos recursos",2964,24,"Carro","Crédito Saudável"
24,"Masculino",1,"Alugada","Poucos recursos","Poucos recursos",1546,24,"radio/TV","Crédito Saudável"
29,"Feminino",2,"Própria","Poucos recursos","Altíssimos recursos",683,6,"radio/TV","Crédito Ruim"
37,"Masculino",2,"Cedida","Sem recursos declarados","Médios recursos",12389,36,"Carro","Crédito Saudável"
37,"Masculino",3,"Própria","Sem recursos declarados","Médios recursos",4712,24,"Negócios/Empreender","Crédito Saudável"
23,"Feminino",2,"Alugada","Médios recursos","Médios recursos",1553,24,"radio/TV","Crédito Saudável"
36,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",1372,12,"Carro","Crédito Saudável"
34,"Masculino",2,"Própria","Altíssimos recursos","Sem recursos declarados",2578,24,"radio/TV","Crédito Saudável"
41,"Masculino",2,"Própria","Sem recursos declarados","Médios recursos",3979,48,"radio/TV","Crédito Saudável"
31,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",6758,48,"radio/TV","Crédito Saudável"
23,"Feminino",1,"Alugada","Poucos recursos","Poucos recursos",3234,24,"Eletroeletrônicos","Crédito Saudável"
38,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",5954,30,"radio/TV","Crédito Ruim"
26,"Feminino",3,"Alugada","Sem recursos declarados","Sem recursos declarados",5433,24,"Carro","Crédito Saudável"
22,"Feminino",1,"Própria","Poucos recursos","Poucos recursos",806,15,"Negócios/Empreender","Crédito Saudável"
27,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1082,9,"radio/TV","Crédito Saudável"
24,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",2788,15,"Eletroeletrônicos","Crédito Saudável"
27,"Feminino",2,"Própria","Poucos recursos","Médios recursos",2930,12,"radio/TV","Crédito Saudável"
33,"Feminino",2,"Própria","Sem recursos declarados","Sem recursos declarados",1927,24,"Educação","Crédito Saudável"
27,"Masculino",2,"Própria","Poucos recursos","Médios recursos",2820,36,"Carro","Crédito Saudável"
27,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",937,24,"Educação","Crédito Saudável"
30,"Masculino",2,"Própria","Poucos recursos","Médios recursos",1056,18,"Carro","Crédito Saudável"
49,"Masculino",1,"Própria","Poucos recursos","Médios recursos",3124,12,"Carro","Crédito Saudável"
26,"Feminino",2,"Alugada","Poucos recursos","Sem recursos declarados",1388,9,"Eletroeletrônicos","Crédito Saudável"
33,"Masculino",1,"Alugada","Poucos recursos","Médios recursos",2384,36,"Reparos/Reformas","Crédito Saudável"
52,"Feminino",3,"Cedida","Sem recursos declarados","Sem recursos declarados",2133,12,"Carro","Crédito Saudável"
20,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",2039,18,"Eletroeletrônicos","Crédito Ruim"
36,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",2799,9,"Carro","Crédito Saudável"
21,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",1289,12,"Eletroeletrônicos","Crédito Ruim"
47,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",1217,18,"Utensílios domesticos","Crédito Saudável"
60,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",2246,12,"Eletroeletrônicos","Crédito Saudável"
58,"Feminino",1,"Própria","Poucos recursos","Poucos recursos",385,12,"radio/TV","Crédito Saudável"
42,"Feminino",2,"Alugada","Sem recursos declarados","Médios recursos",1965,24,"Carro","Crédito Saudável"
36,"Feminino",1,"Própria","Altíssimos recursos","Sem recursos declarados",1572,21,"Negócios/Empreender","Crédito Saudável"
20,"Feminino",1,"Alugada","Poucos recursos","Médios recursos",2718,24,"Carro","Crédito Ruim"
40,"Masculino",3,"Própria","Sem recursos declarados","Poucos recursos",1358,24,"Férias/Outros","Crédito Ruim"
32,"Feminino",1,"Própria","Médios recursos","Médios recursos",931,6,"Carro","Crédito Ruim"
23,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",1442,24,"Carro","Crédito Saudável"
36,"Masculino",1,"Própria","Poucos recursos","Médios recursos",4241,24,"Negócios/Empreender","Crédito Saudável"
31,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",2775,18,"Carro","Crédito Saudável"
32,"Masculino",2,"Cedida","Poucos recursos","Sem recursos declarados",3863,24,"Negócios/Empreender","Crédito Ruim"
45,"Feminino",2,"Própria","Poucos recursos","Médios recursos",2329,7,"radio/TV","Crédito Saudável"
30,"Feminino",2,"Própria","Poucos recursos","Médios recursos",918,9,"Eletroeletrônicos","Crédito Saudável"
34,"Feminino",1,"Cedida","Poucos recursos","Médios recursos",1837,24,"Educação","Crédito Saudável"
28,"Feminino",3,"Própria","Poucos recursos","Sem recursos declarados",3349,36,"Eletroeletrônicos","Crédito Ruim"
23,"Feminino",2,"Própria","Poucos recursos","Altíssimos recursos",1275,10,"Eletroeletrônicos","Crédito Saudável"
22,"Masculino",2,"Própria","Altos recursos","Poucos recursos",2828,24,"Eletroeletrônicos","Crédito Saudável"
74,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",4526,24,"Negócios/Empreender","Crédito Saudável"
50,"Feminino",2,"Cedida","Médios recursos","Médios recursos",2671,36,"radio/TV","Crédito Saudável"
33,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",2051,18,"radio/TV","Crédito Saudável"
45,"Masculino",2,"Cedida","Sem recursos declarados","Sem recursos declarados",1300,15,"Carro","Crédito Saudável"
22,"Feminino",2,"Própria","Médios recursos","Poucos recursos",741,12,"Utensílios domesticos","Crédito Saudável"
48,"Feminino",1,"Cedida","Médios recursos","Altíssimos recursos",1240,10,"Carro","Crédito Ruim"
29,"Feminino",2,"Própria","Altíssimos recursos","Poucos recursos",3357,21,"radio/TV","Crédito Ruim"
22,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",3632,24,"Carro","Crédito Saudável"
22,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",1808,18,"Eletroeletrônicos","Crédito Saudável"
48,"Masculino",3,"Própria","Sem recursos declarados","Médios recursos",12204,48,"Negócios/Empreender","Crédito Ruim"
27,"Masculino",3,"Cedida","Sem recursos declarados","Médios recursos",9157,60,"radio/TV","Crédito Saudável"
37,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",3676,6,"Carro","Crédito Saudável"
21,"Feminino",2,"Alugada","Médios recursos","Médios recursos",3441,30,"Eletroeletrônicos","Crédito Ruim"
49,"Masculino",1,"Própria","Poucos recursos","Sem recursos declarados",640,12,"Carro","Crédito Saudável"
27,"Masculino",2,"Própria","Poucos recursos","Médios recursos",3652,21,"Negócios/Empreender","Crédito Saudável"
32,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1530,18,"Carro","Crédito Ruim"
38,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",3914,48,"Negócios/Empreender","Crédito Ruim"
22,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",1858,12,"Eletroeletrônicos","Crédito Saudável"
65,"Masculino",2,"Cedida","Poucos recursos","Poucos recursos",2600,18,"radio/TV","Crédito Saudável"
35,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",1979,15,"radio/TV","Crédito Saudável"
41,"Masculino",2,"Própria","Poucos recursos","Altíssimos recursos",2116,6,"Eletroeletrônicos","Crédito Saudável"
29,"Masculino",2,"Própria","Médios recursos","Médios recursos",1437,9,"Carro","Crédito Ruim"
36,"Masculino",2,"Própria","Altos recursos","Sem recursos declarados",4042,42,"Eletroeletrônicos","Crédito Saudável"
64,"Masculino",1,"Própria","Sem recursos declarados","Sem recursos declarados",3832,9,"Educação","Crédito Saudável"
28,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",3660,24,"radio/TV","Crédito Ruim"
44,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",1553,18,"Eletroeletrônicos","Crédito Saudável"
23,"Masculino",2,"Própria","Sem recursos declarados","Médios recursos",1444,15,"radio/TV","Crédito Saudável"
19,"Feminino",2,"Alugada","Poucos recursos","Sem recursos declarados",1980,9,"Eletroeletrônicos","Crédito Ruim"
25,"Feminino",1,"Própria","Poucos recursos","Médios recursos",1355,24,"Carro","Crédito Saudável"
47,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1393,12,"Educação","Crédito Saudável"
28,"Feminino",2,"Própria","Altos recursos","Sem recursos declarados",1376,24,"radio/TV","Crédito Ruim"
21,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",15653,60,"radio/TV","Crédito Ruim"
34,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",1493,12,"radio/TV","Crédito Saudável"
26,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",4370,42,"radio/TV","Crédito Saudável"
27,"Feminino",0,"Própria","Poucos recursos","Poucos recursos",750,18,"Educação","Crédito Saudável"
38,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1308,15,"Reparos/Reformas","Crédito Ruim"
40,"Masculino",3,"Própria","Médios recursos","Sem recursos declarados",4623,15,"Educação","Crédito Ruim"
33,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1851,24,"radio/TV","Crédito Saudável"
32,"Masculino",3,"Própria","Poucos recursos","Poucos recursos",1880,18,"radio/TV","Crédito Ruim"
27,"Masculino",2,"Alugada","Sem recursos declarados","Sem recursos declarados",7980,36,"Negócios/Empreender","Crédito Saudável"
32,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",4583,30,"Eletroeletrônicos","Crédito Ruim"
26,"Feminino",2,"Própria","Altos recursos","Sem recursos declarados",1386,12,"Carro","Crédito Saudável"
38,"Masculino",2,"Cedida","Poucos recursos","Altíssimos recursos",947,24,"Carro","Crédito Ruim"
40,"Masculino",1,"Alugada","Poucos recursos","Poucos recursos",684,12,"Educação","Crédito Ruim"
50,"Masculino",3,"Cedida","Poucos recursos","Poucos recursos",7476,48,"Educação","Crédito Saudável"
37,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1922,12,"Eletroeletrônicos","Crédito Saudável"
45,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",2303,24,"Carro","Crédito Saudável"
42,"Masculino",3,"Própria","Médios recursos","Médios recursos",8086,36,"Carro","Crédito Saudável"
35,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",2346,24,"Carro","Crédito Saudável"
22,"Masculino",2,"Cedida","Poucos recursos","Poucos recursos",3973,14,"Carro","Crédito Saudável"
41,"Masculino",1,"Própria","Poucos recursos","Médios recursos",888,12,"Carro","Crédito Saudável"
37,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",10222,48,"radio/TV","Crédito Saudável"
28,"Feminino",2,"Própria","Poucos recursos","Médios recursos",4221,30,"Negócios/Empreender","Crédito Ruim"
41,"Masculino",2,"Própria","Poucos recursos","Médios recursos",6361,18,"Eletroeletrônicos","Crédito Saudável"
23,"Masculino",2,"Alugada","Poucos recursos","Altíssimos recursos",1297,12,"radio/TV","Crédito Saudável"
23,"Masculino",2,"Própria","Sem recursos declarados","Poucos recursos",900,12,"Carro","Crédito Saudável"
50,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",2241,21,"Eletroeletrônicos","Crédito Saudável"
35,"Masculino",3,"Própria","Poucos recursos","Médios recursos",1050,6,"Eletroeletrônicos","Crédito Saudável"
50,"Feminino",1,"Própria","Poucos recursos","Altíssimos recursos",1047,6,"Educação","Crédito Saudável"
27,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",6314,24,"Férias/Outros","Crédito Saudável"
34,"Masculino",2,"Própria","Altíssimos recursos","Médios recursos",3496,30,"Eletroeletrônicos","Crédito Saudável"
27,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",3609,48,"Negócios/Empreender","Crédito Saudável"
43,"Masculino",2,"Alugada","Poucos recursos","Poucos recursos",4843,12,"Carro","Crédito Saudável"
47,"Masculino",2,"Própria","Poucos recursos","Altíssimos recursos",3017,30,"radio/TV","Crédito Saudável"
27,"Masculino",1,"Própria","Médios recursos","Sem recursos declarados",4139,24,"Negócios/Empreender","Crédito Saudável"
31,"Masculino",2,"Própria","Médios recursos","Sem recursos declarados",5742,36,"Negócios/Empreender","Crédito Saudável"
42,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",10366,60,"Carro","Crédito Saudável"
24,"Masculino",2,"Própria","Altos recursos","Sem recursos declarados",2080,6,"Carro","Crédito Saudável"
41,"Masculino",1,"Própria","Altos recursos","Sem recursos declarados",2580,21,"Negócios/Empreender","Crédito Saudável"
26,"Feminino",3,"Alugada","Poucos recursos","Sem recursos declarados",4530,30,"radio/TV","Crédito Saudável"
33,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",5150,24,"Eletroeletrônicos","Crédito Saudável"
24,"Masculino",2,"Própria","Médios recursos","Médios recursos",5595,72,"radio/TV","Crédito Saudável"
64,"Masculino",1,"Alugada","Poucos recursos","Poucos recursos",2384,24,"radio/TV","Crédito Saudável"
26,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",1453,18,"radio/TV","Crédito Saudável"
56,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",1538,6,"Educação","Crédito Saudável"
37,"Masculino",2,"Cedida","Sem recursos declarados","Sem recursos declarados",2279,12,"radio/TV","Crédito Saudável"
33,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1478,15,"radio/TV","Crédito Saudável"
47,"Masculino",2,"Cedida","Poucos recursos","Sem recursos declarados",5103,24,"radio/TV","Crédito Saudável"
31,"Masculino",1,"Própria","Médios recursos","Médios recursos",9857,36,"Negócios/Empreender","Crédito Saudável"
34,"Masculino",2,"Cedida","Sem recursos declarados","Sem recursos declarados",6527,60,"Carro","Crédito Saudável"
27,"Masculino",2,"Própria","Sem recursos declarados","Altíssimos recursos",1347,10,"radio/TV","Crédito Saudável"
30,"Masculino",2,"Cedida","Médios recursos","Médios recursos",2862,36,"Carro","Crédito Saudável"
35,"Masculino",2,"Própria","Médios recursos","Sem recursos declarados",2753,9,"radio/TV","Crédito Saudável"
31,"Masculino",2,"Própria","Altíssimos recursos","Poucos recursos",3651,12,"Carro","Crédito Saudável"
25,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",975,15,"Eletroeletrônicos","Crédito Saudável"
25,"Feminino",1,"Própria","Médios recursos","Médios recursos",2631,15,"Reparos/Reformas","Crédito Saudável"
29,"Masculino",2,"Própria","Médios recursos","Médios recursos",2896,24,"radio/TV","Crédito Ruim"
44,"Masculino",1,"Própria","Sem recursos declarados","Poucos recursos",4716,6,"Carro","Crédito Saudável"
28,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",2284,24,"radio/TV","Crédito Ruim"
50,"Masculino",2,"Alugada","Altos recursos","Sem recursos declarados",1236,6,"Carro","Crédito Saudável"
29,"Masculino",2,"Própria","Poucos recursos","Médios recursos",1103,12,"radio/TV","Crédito Ruim"
38,"Feminino",0,"Própria","Poucos recursos","Sem recursos declarados",926,12,"Carro","Crédito Ruim"
24,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1800,18,"radio/TV","Crédito Saudável"
40,"Masculino",3,"Alugada","Poucos recursos","Altíssimos recursos",1905,15,"Educação","Crédito Ruim"
29,"Feminino",1,"Alugada","Altos recursos","Sem recursos declarados",1123,12,"Eletroeletrônicos","Crédito Ruim"
46,"Masculino",2,"Cedida","Poucos recursos","Poucos recursos",6331,48,"Carro","Crédito Saudável"
47,"Feminino",2,"Cedida","Médios recursos","Altíssimos recursos",1377,24,"radio/TV","Crédito Saudável"
41,"Masculino",2,"Própria","Médios recursos","Médios recursos",2503,30,"Negócios/Empreender","Crédito Saudável"
32,"Feminino",2,"Própria","Poucos recursos","Médios recursos",2528,27,"Negócios/Empreender","Crédito Ruim"
35,"Feminino",2,"Cedida","Altos recursos","Sem recursos declarados",5324,15,"Carro","Crédito Saudável"
24,"Masculino",2,"Própria","Médios recursos","Médios recursos",6560,48,"Carro","Crédito Saudável"
25,"Feminino",2,"Alugada","Poucos recursos","Médios recursos",2969,12,"Eletroeletrônicos","Crédito Saudável"
25,"Feminino",2,"Própria","Poucos recursos","Médios recursos",1206,9,"radio/TV","Crédito Saudável"
37,"Masculino",1,"Própria","Poucos recursos","Médios recursos",2118,9,"radio/TV","Crédito Saudável"
32,"Masculino",3,"Própria","Altos recursos","Sem recursos declarados",629,18,"radio/TV","Crédito Ruim"
35,"Feminino",2,"Cedida","Poucos recursos","Poucos recursos",1198,6,"Educação","Crédito Saudável"
46,"Masculino",3,"Própria","Sem recursos declarados","Sem recursos declarados",2476,21,"Carro","Crédito Saudável"
25,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",1138,9,"radio/TV","Crédito Saudável"
27,"Masculino",3,"Própria","Poucos recursos","Médios recursos",14027,60,"Carro","Crédito Saudável"
63,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",7596,30,"Carro","Crédito Saudável"
40,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",3077,30,"radio/TV","Crédito Ruim"
32,"Masculino",3,"Cedida","Poucos recursos","Sem recursos declarados",1505,18,"radio/TV","Crédito Ruim"
31,"Masculino",2,"Própria","Sem recursos declarados","Altíssimos recursos",3148,24,"radio/TV","Crédito Saudável"
31,"Masculino",2,"Própria","Médios recursos","Médios recursos",6148,20,"Carro","Crédito Saudável"
34,"Masculino",3,"Própria","Poucos recursos","Altíssimos recursos",1337,9,"radio/TV","Crédito Saudável"
24,"Feminino",2,"Alugada","Altíssimos recursos","Médios recursos",433,6,"Educação","Crédito Saudável"
24,"Feminino",1,"Própria","Poucos recursos","Poucos recursos",1228,12,"Carro","Crédito Saudável"
66,"Feminino",1,"Própria","Altos recursos","Médios recursos",790,9,"radio/TV","Crédito Saudável"
21,"Feminino",2,"Alugada","Poucos recursos","Sem recursos declarados",2570,27,"Carro","Crédito Ruim"
41,"Feminino",1,"Própria","Altíssimos recursos","Sem recursos declarados",250,6,"Carro","Crédito Saudável"
47,"Masculino",1,"Própria","Altos recursos","Sem recursos declarados",1316,15,"radio/TV","Crédito Saudável"
25,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",1882,18,"radio/TV","Crédito Saudável"
59,"Feminino",2,"Alugada","Poucos recursos","Médios recursos",6416,48,"Negócios/Empreender","Crédito Saudável"
36,"Masculino",2,"Própria","Altíssimos recursos","Altíssimos recursos",1275,24,"Negócios/Empreender","Crédito Saudável"
33,"Masculino",2,"Própria","Poucos recursos","Médios recursos",6403,24,"radio/TV","Crédito Saudável"
21,"Masculino",1,"Alugada","Poucos recursos","Poucos recursos",1987,24,"radio/TV","Crédito Ruim"
44,"Feminino",1,"Própria","Poucos recursos","Médios recursos",760,8,"radio/TV","Crédito Saudável"
28,"Feminino",2,"Alugada","Altíssimos recursos","Sem recursos declarados",2603,24,"Carro","Crédito Ruim"
37,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",3380,4,"Carro","Crédito Saudável"
29,"Feminino",0,"Própria","Sem recursos declarados","Médios recursos",3990,36,"Utensílios domesticos","Crédito Ruim"
23,"Feminino",3,"Alugada","Poucos recursos","Médios recursos",11560,24,"Carro","Crédito Saudável"
35,"Masculino",1,"Própria","Médios recursos","Poucos recursos",4380,18,"Carro","Crédito Saudável"
45,"Masculino",3,"Própria","Poucos recursos","Sem recursos declarados",6761,6,"Carro","Crédito Saudável"
26,"Feminino",1,"Alugada","Médios recursos","Médios recursos",4280,30,"Negócios/Empreender","Crédito Saudável"
32,"Masculino",2,"Própria","Médios recursos","Poucos recursos",2325,24,"Carro","Crédito Ruim"
23,"Masculino",1,"Própria","Poucos recursos","Médios recursos",1048,10,"radio/TV","Crédito Saudável"
41,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",3160,21,"radio/TV","Crédito Saudável"
22,"Masculino",2,"Própria","Altos recursos","Poucos recursos",2483,24,"Eletroeletrônicos","Crédito Saudável"
30,"Masculino",3,"Própria","Sem recursos declarados","Poucos recursos",14179,39,"Eletroeletrônicos","Crédito Saudável"
28,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",1797,13,"Negócios/Empreender","Crédito Ruim"
23,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",2511,15,"Carro","Crédito Saudável"
37,"Feminino",1,"Própria","Poucos recursos","Poucos recursos",1274,12,"Carro","Crédito Saudável"
26,"Masculino",2,"Própria","Sem recursos declarados","Sem recursos declarados",5248,21,"Carro","Crédito Saudável"
33,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",3029,15,"Carro","Crédito Saudável"
49,"Feminino",2,"Própria","Poucos recursos","Poucos recursos",428,6,"Eletroeletrônicos","Crédito Saudável"
23,"Feminino",1,"Própria","Poucos recursos","Poucos recursos",976,18,"Carro","Crédito Saudável"
23,"Feminino",1,"Alugada","Médios recursos","Médios recursos",841,12,"Negócios/Empreender","Crédito Saudável"
25,"Feminino",2,"Própria","Poucos recursos","Sem recursos declarados",5771,30,"radio/TV","Crédito Saudável"
55,"Masculino",2,"Cedida","Altíssimos recursos","Sem recursos declarados",1555,12,"Reparos/Reformas","Crédito Saudável"
32,"Feminino",2,"Alugada","Sem recursos declarados","Poucos recursos",1285,24,"Carro","Crédito Ruim"
74,"Masculino",0,"Própria","Poucos recursos","Altíssimos recursos",1299,6,"Carro","Crédito Saudável"
39,"Masculino",2,"Cedida","Sem recursos declarados","Altíssimos recursos",1271,15,"radio/TV","Crédito Saudável"
31,"Masculino",2,"Própria","Poucos recursos","Sem recursos declarados",1393,24,"Carro","Crédito Saudável"
35,"Masculino",2,"Própria","Poucos recursos","Poucos recursos",691,12,"Carro","Crédito Saudável"
59,"Feminino",2,"Própria","Sem recursos declarados","Sem recursos declarados",5045,15,"Carro","Crédito Saudável"
24,"Feminino",2,"Alugada","Poucos recursos","Poucos recursos",2124,18,"Eletroeletrônicos","Crédito Saudável"
24,"Masculino",1,"Própria","Poucos recursos","Poucos recursos",2214,12,"radio/TV","Crédito Saudável"
